source_record_id,source_code,accessory_type,raw_name,brand,model,identity_key,brand_confidence,source_trust_status,review_status,recommendation_eligible,source_variant_count,available_colours,source_offer_observed,headset_style,has_microphone,wireless_capable,enclosure_type,frequency_response_raw,candidate_use_tags,primary_use_profile,completeness_score,curation_priority,warning_flags
5dada198c85e3de9ae49,docyx_pc_part_dataset_2025_07_23,headset,Thermaltake Cronos,Thermaltake,Cronos,headset:thermaltake:cronos,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
f7fe82336f261c51fb08,docyx_pc_part_dataset_2025_07_23,headset,Thermaltake Cronos Team DK Edition,Thermaltake,Cronos Team DK Edition,headset:thermaltake:cronos-team-dk-edition,curated_alias,reference_only_needs_verification,needs_review,False,1,White,True,over_ear,True,False,closed,,general;communication;gaming,gaming,100.0,120.0,unverified_reference_source
108e022a5d72ae0c29e9,docyx_pc_part_dataset_2025_07_23,headset,Thermaltake ISURUS PRO,Thermaltake,ISURUS PRO,headset:thermaltake:isurus-pro,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,True,in_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
c630df76ffc3d49e0238,docyx_pc_part_dataset_2025_07_23,headset,Thermaltake Level 10 M,Thermaltake,Level 10 M,headset:thermaltake:level-10-m,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Red,True,over_ear,True,False,closed,"10,22",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
61fe77e19ed2f9cc27d4,docyx_pc_part_dataset_2025_07_23,headset,Thermaltake Pulse G100,Thermaltake,Pulse G100,headset:thermaltake:pulse-g100,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
376170f3f32b8af1985e,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Atlas Air,Turtle Beach,Atlas Air,headset:turtle-beach:atlas-air,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,True,over_ear,True,True,closed,"20,40",general;communication;gaming;portable,communication,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
1fa334112f9bba3f5ed8,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach EAR FORCE Recon 50X,Turtle Beach,EAR FORCE Recon 50X,headset:turtle-beach:ear-force-recon-50x,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Green,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
ecdc7bf6eb4ee9a1427b,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Ear Force DP11,Turtle Beach,Ear Force DP11,headset:turtle-beach:ear-force-dp11,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
700d958eded6666e4861,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Ear Force XP300,Turtle Beach,Ear Force XP300,headset:turtle-beach:ear-force-xp300,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Green,True,over_ear,True,True,closed,"20,20",general;communication;gaming;portable,communication,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
70e955a430d4b719c022,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Ear Force Z1,Turtle Beach,Ear Force Z1,headset:turtle-beach:ear-force-z1,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,True,over_ear,True,False,closed,,general;communication;gaming,gaming,100.0,120.0,unverified_reference_source
a527315f3af3e23deb7d,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Recon 50,Turtle Beach,Recon 50,headset:turtle-beach:recon-50,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,True,over_ear,True,False,closed,,general;communication;gaming,gaming,100.0,120.0,unverified_reference_source
df8fe836f02b9ad94759,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Recon 50P,Turtle Beach,Recon 50P,headset:turtle-beach:recon-50p,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Blue,True,over_ear,True,False,closed,"20,20",general;communication;gaming,gaming,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
61d8caa96257d7e839e2,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Star Wars,Turtle Beach,Star Wars,headset:turtle-beach:star-wars,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,True,over_ear,True,False,closed,,general;communication;gaming,gaming,100.0,120.0,unverified_reference_source
c7d1156bb4a024505041,docyx_pc_part_dataset_2025_07_23,headset,Turtle Beach Stealth 700 Gen 2 MAX,Turtle Beach,Stealth 700 Gen 2 MAX,headset:turtle-beach:stealth-700-gen-2-max,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,True,over_ear,True,True,closed,"20,22",general;communication;gaming;portable,communication,100.0,120.0,frequency_units_ambiguous;unverified_reference_source
95f0356f73daf00f63f6,docyx_pc_part_dataset_2025_07_23,headset,Asus NC1/BLK/ALW/AS,ASUS,NC1/BLK/ALW/AS,headset:asus:nc1-blk-alw-as,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,on_ear,False,False,closed,"16,22",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
2b125e861d3542a343a0,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-A500X,Audio-Technica,ATH-A500X,headset:audio-technica:ath-a500x,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"5,30",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
5b88b1ac0d8355944b73,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-A700,Audio-Technica,ATH-A700,headset:audio-technica:ath-a700,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"5,35",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
45cca142d146c059b66b,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-A900X,Audio-Technica,ATH-A900X,headset:audio-technica:ath-a900x,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"5,40",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
e4eff38d89a1f272b65e,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ANC23,Audio-Technica,ATH-ANC23,headset:audio-technica:ath-anc23,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,False,in_ear,False,False,closed,"20,20",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
0dfbf1f5f89f3a90b329,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ANC25,Audio-Technica,ATH-ANC25,headset:audio-technica:ath-anc25,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Gray,False,on_ear,False,False,closed,,general,communication,100.0,118.0,unverified_reference_source
497451649577d21b7256,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ANC27,Audio-Technica,ATH-ANC27,headset:audio-technica:ath-anc27,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,,general,communication,100.0,118.0,unverified_reference_source
950a682668639ffe6273,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ANC27X,Audio-Technica,ATH-ANC27X,headset:audio-technica:ath-anc27x,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"20,20",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
bcfe57a75454995293a0,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ANC7B,Audio-Technica,ATH-ANC7B,headset:audio-technica:ath-anc7b,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"10,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
66ba04ab88315e132d58,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ANC9,Audio-Technica,ATH-ANC9,headset:audio-technica:ath-anc9,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"10,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
9038a0145b042d000f6e,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF300GD,Audio-Technica,ATH-CKF300GD,headset:audio-technica:ath-ckf300gd,curated_alias,reference_only_needs_verification,needs_review,False,1,Yellow,False,in_ear,False,False,closed,"18,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
6d5544180f5765099f60,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF300LGR,Audio-Technica,ATH-CKF300LGR,headset:audio-technica:ath-ckf300lgr,curated_alias,reference_only_needs_verification,needs_review,False,1,Yellow,False,in_ear,False,False,closed,"18,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
8855ecb8cd2678a4acd4,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF300MGR,Audio-Technica,ATH-CKF300MGR,headset:audio-technica:ath-ckf300mgr,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"18,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
1f6a637239ce69a037be,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF300PL,Audio-Technica,ATH-CKF300PL,headset:audio-technica:ath-ckf300pl,curated_alias,reference_only_needs_verification,needs_review,False,2,Purple,False,in_ear,False,False,closed,"18,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
cb7f79a7a5ca174a64ea,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF300WH,Audio-Technica,ATH-CKF300WH,headset:audio-technica:ath-ckf300wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"18,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
8bb714e4b1613f44059d,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF500LPK,Audio-Technica,ATH-CKF500LPK,headset:audio-technica:ath-ckf500lpk,curated_alias,reference_only_needs_verification,needs_review,False,1,Pink,False,in_ear,False,False,closed,"16,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
b34e1173be1cae536f6d,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKF500WH,Audio-Technica,ATH-CKF500WH,headset:audio-technica:ath-ckf500wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"16,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
054b31ad403cb1212e7c,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKM55BK,Audio-Technica,ATH-CKM55BK,headset:audio-technica:ath-ckm55bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"5,24",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
a03b957b7ff00d4bdfbc,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKP200BK,Audio-Technica,ATH-CKP200BK,headset:audio-technica:ath-ckp200bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"20,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
e837b3f7924ceef98745,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKP200WH,Audio-Technica,ATH-CKP200WH,headset:audio-technica:ath-ckp200wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"20,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
a1f25f3d806f3b4f2125,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKP500BK,Audio-Technica,ATH-CKP500BK,headset:audio-technica:ath-ckp500bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"20,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
f6e6aa859ea86327f0e6,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKP500BL,Audio-Technica,ATH-CKP500BL,headset:audio-technica:ath-ckp500bl,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Blue,False,in_ear,False,False,closed,"20,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
d27e71a92ecef6bacd1b,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKP500RD,Audio-Technica,ATH-CKP500RD,headset:audio-technica:ath-ckp500rd,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,False,in_ear,False,False,closed,"20,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
16a745bc92e84dea510e,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKP500WH,Audio-Technica,ATH-CKP500WH,headset:audio-technica:ath-ckp500wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"20,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
f85971033806fcdb0a8f,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CKR10,Audio-Technica,ATH-CKR10,headset:audio-technica:ath-ckr10,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,False,in_ear,False,False,closed,"5,40",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
a7c5962dbda80867d167,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100BK,Audio-Technica,ATH-CLR100BK,headset:audio-technica:ath-clr100bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
fe6f99e816d477ffa093,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100BL,Audio-Technica,ATH-CLR100BL,headset:audio-technica:ath-clr100bl,curated_alias,reference_only_needs_verification,needs_review,False,1,Blue,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
7a6220ce33ed9e124e3b,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100LG,Audio-Technica,ATH-CLR100LG,headset:audio-technica:ath-clr100lg,curated_alias,reference_only_needs_verification,needs_review,False,1,Green,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
ba9eeed15c080e13233b,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100OR,Audio-Technica,ATH-CLR100OR,headset:audio-technica:ath-clr100or,curated_alias,reference_only_needs_verification,needs_review,False,1,Orange,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
c53f34faab3cc44e7d70,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100PK,Audio-Technica,ATH-CLR100PK,headset:audio-technica:ath-clr100pk,curated_alias,reference_only_needs_verification,needs_review,False,1,Pink,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
6873ed13f6c0abe11a05,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100PL,Audio-Technica,ATH-CLR100PL,headset:audio-technica:ath-clr100pl,curated_alias,reference_only_needs_verification,needs_review,False,1,Purple,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
7f392de660d10cc86cee,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100RD,Audio-Technica,ATH-CLR100RD,headset:audio-technica:ath-clr100rd,curated_alias,reference_only_needs_verification,needs_review,False,1,Red,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
6d1e2a646927230dfa01,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-CLR100WH,Audio-Technica,ATH-CLR100WH,headset:audio-technica:ath-clr100wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
fd6ecae664fd0dab8416,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150BK,Audio-Technica,ATH-COR150BK,headset:audio-technica:ath-cor150bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
9e40ec0ac02c0eaa07b2,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150BL,Audio-Technica,ATH-COR150BL,headset:audio-technica:ath-cor150bl,curated_alias,reference_only_needs_verification,needs_review,False,1,Blue,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
8c8e55e9d25ee11be0bf,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150LG,Audio-Technica,ATH-COR150LG,headset:audio-technica:ath-cor150lg,curated_alias,reference_only_needs_verification,needs_review,False,1,Green,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
c966d854926ef316dbc1,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150OR,Audio-Technica,ATH-COR150OR,headset:audio-technica:ath-cor150or,curated_alias,reference_only_needs_verification,needs_review,False,1,Orange,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
7b6fc99b3154a22cfa6a,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150PK,Audio-Technica,ATH-COR150PK,headset:audio-technica:ath-cor150pk,curated_alias,reference_only_needs_verification,needs_review,False,1,Pink,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
85f6abb99eef86c33d11,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150PL,Audio-Technica,ATH-COR150PL,headset:audio-technica:ath-cor150pl,curated_alias,reference_only_needs_verification,needs_review,False,1,Purple,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
9e5e720e4f2c84489660,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150RD,Audio-Technica,ATH-COR150RD,headset:audio-technica:ath-cor150rd,curated_alias,reference_only_needs_verification,needs_review,False,1,Red,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
5a9e8f5b5b436f719a9e,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-COR150WH,Audio-Technica,ATH-COR150WH,headset:audio-technica:ath-cor150wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,in_ear,False,False,closed,"20,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
89dbbc9956d8536c57b7,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-D40fs,Audio-Technica,ATH-D40fs,headset:audio-technica:ath-d40fs,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"20,28",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
73f116ea351f5258da8e,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-E50,Audio-Technica,ATH-E50,headset:audio-technica:ath-e50,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"20,18",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
6d13c2784214006a0821,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-ES33BK,Audio-Technica,ATH-ES33BK,headset:audio-technica:ath-es33bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,on_ear,False,False,closed,"10,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
88c4a5e9c5a1121a9b90,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-IM02,Audio-Technica,ATH-IM02,headset:audio-technica:ath-im02,curated_alias,reference_only_needs_verification,needs_review,False,1,Transparent,False,in_ear,False,False,closed,"20,16",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
6cce894519e7b48e1dc4,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-IM03,Audio-Technica,ATH-IM03,headset:audio-technica:ath-im03,curated_alias,reference_only_needs_verification,needs_review,False,1,Transparent,False,in_ear,False,False,closed,"18,18",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
c099508c38918b2fcf36,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-IM04,Audio-Technica,ATH-IM04,headset:audio-technica:ath-im04,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,in_ear,False,False,closed,"15,20",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
b77d6cf76c6a674382ba,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-IM50,Audio-Technica,ATH-IM50,headset:audio-technica:ath-im50,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;White,False,in_ear,False,False,closed,"5,25",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
4f9e5bb0033ddf3f5f31,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-IM70,Audio-Technica,ATH-IM70,headset:audio-technica:ath-im70,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,False,in_ear,False,False,closed,"5,26",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
0ffd0a67bd297b166d2b,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M30,Audio-Technica,ATH-M30,headset:audio-technica:ath-m30,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"20,20",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
3d16901f55bd6aaf69d2,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M35,Audio-Technica,ATH-M35,headset:audio-technica:ath-m35,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"20,20",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
4d1e8594f7e349eea63d,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M40fs,Audio-Technica,ATH-M40fs,headset:audio-technica:ath-m40fs,curated_alias,reference_only_needs_verification,needs_review,False,1,Multicolor,False,over_ear,False,False,closed,"5,28",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
e6ff3f0ed85e543e1f8b,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M50,Audio-Technica,ATH-M50,headset:audio-technica:ath-m50,curated_alias,reference_only_needs_verification,needs_review,False,2,Black,False,over_ear,False,False,closed,"15,28",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
fcf463b4366c6e3d627f,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M50 RED,Audio-Technica,ATH-M50 RED,headset:audio-technica:ath-m50-red,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,False,over_ear,False,False,closed,"15,28",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
67e30bbc8ace67e996a6,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M50S,Audio-Technica,ATH-M50S,headset:audio-technica:ath-m50s,curated_alias,reference_only_needs_verification,needs_review,False,2,Black;Silver,False,over_ear,False,False,closed,"15,28",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source;identity_duplicates_collapsed
97dd3c123a16edaf4ac7,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-M50WH,Audio-Technica,ATH-M50WH,headset:audio-technica:ath-m50wh,curated_alias,reference_only_needs_verification,needs_review,False,1,White,False,over_ear,False,False,closed,"15,28",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
0fc167890c1c0e4e48fd,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-PRO500MK2BK,Audio-Technica,ATH-PRO500MK2BK,headset:audio-technica:ath-pro500mk2bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"10,30",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
6b469a7b310448ed7788,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-PRO500MK2RD,Audio-Technica,ATH-PRO500MK2RD,headset:audio-technica:ath-pro500mk2rd,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"10,30",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
57b0c534a25174a7edd7,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-PRO700MK2,Audio-Technica,ATH-PRO700MK2,headset:audio-technica:ath-pro700mk2,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"5,35",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
2c3204cf763ec0aa4462,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-SJ11BK,Audio-Technica,ATH-SJ11BK,headset:audio-technica:ath-sj11bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,False,on_ear,False,False,closed,"15,22",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
ad67cb1a50fb04224c92,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-T200,Audio-Technica,ATH-T200,headset:audio-technica:ath-t200,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Silver,False,over_ear,False,False,closed,"20,22",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
c6f5a689ad3e8375f970,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-T300,Audio-Technica,ATH-T300,headset:audio-technica:ath-t300,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"18,22",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
d9f8981c0203b515e282,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-T400,Audio-Technica,ATH-T400,headset:audio-technica:ath-t400,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"15,23",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
da4778c18f338ed6f9c0,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-WS55BK,Audio-Technica,ATH-WS55BK,headset:audio-technica:ath-ws55bk,curated_alias,reference_only_needs_verification,needs_review,False,1,Black,False,over_ear,False,False,closed,"10,24",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
a7cfac7550cacc9f4f1f,docyx_pc_part_dataset_2025_07_23,headset,Audio-Technica ATH-WS55BRD,Audio-Technica,ATH-WS55BRD,headset:audio-technica:ath-ws55brd,curated_alias,reference_only_needs_verification,needs_review,False,1,Black;Red,False,over_ear,False,False,closed,"10,24",general,communication,100.0,118.0,frequency_units_ambiguous;unverified_reference_source
